Customer,Ticket Date,Quarry,Product Name,Ticket Number,Gross,Tare,Net,Delivery,Purchase Order,Trucker,Truck / Plate,OCR Provider,Captured At
Potterty Lime HD,2026-05-11,Long Point,Serge,07162,26000,11680,14320,,,,,google_vision,2026-08-02T17:48:13.027538
